1.0451258404877766, 92375386326114610
1.1099136217481047, 95122082988646130
1.17871762424996, 97950450135665020
1.2517868152020835, 100646903205339890
1.3293855953930167, 103269877382293630
1.4117947559250692, 106112767613902220
1.4993124942566205, 108722680398279780
1.5922554932292985, 111476423692289740
1.6909600669845029, 114218259099030930
1.7957833779157597, 116860384113171970
1.9071047290604597, 119307564099809100
2.0253269366074855, 122154682652617140
2.150877787487161, 124623636918581170
2.2842115873177913, 126960898375608100
2.425810804310056, 129619593809034430
2.5761878150777067, 132050552238559860
2.735886758671791, 134527102223439090
2.905485505547219, 137148076468957490
3.0855977485863852, 139520669217299650
3.276875223746194, 141934306626962720
3.4800100683639226, 144596222075039170
3.695737325655421, 146992578422955400
3.924837604468204, 149749359532154460
4.168139903913712, 152231117514220100
4.426524613099711, 154864639287075650
4.700926696817319, 157769057432876800
4.992339078710098, 160498382781181950
5.301816234167188, 162808853825023800
5.630478005941359, 165388806369236450
5.979513656298798, 168249949542014530
6.350186170363347, 170916124477752860
6.743836826226805, 173376565198018000
7.161890048362249, 175621231068549630
7.605858561902453, 178276764348066140
8.077348866434148, 180198122551022400
8.578067049115056, 182661597737034900
9.109824958148398, 183708899416732000
9.674546758953685, 185954396073101900
10.274275896757198, 186886970985681120
10.911182490796337, 188901124742859520
11.58757118689375, 188901124742859520
12.30588949681571, 188901124742859520
13.068736654590856, 188901124742859520
13.878873021835691, 188901124742859520
14.739230076120073, 188901124742859520
15.652921018515727, 188631321785105860
16.62325203871084, 185954396073101900
17.653734278454, 185688801857418370
18.74809653661675, 183446512390208060
19.910298761848246, 181360862712259100
21.144546381645284, 178787114344537060
22.455305519687005, 175746783378734400
23.847319156498738, 172634736941007870
25.32562429192186, 168972935941056600
26.8955701714922, 165270653727583970
28.562837642679376, 161649490383898750
30.33345971102717, 157656348288189600
32.21384337057747, 153140420314933120
34.210792787571506, 148576774755884300
36.331533921317785, 143977536595432020
38.583740671318274, 139321395182939940
40.9755626452654, 134912210773036350
43.51565464838849, 129990653714037180
46.21320800085751, 125338174324866610
49.07798379656476, 120335119535579070
52.12034822363294, 115862499843102020
55.35131007445552, 110920151012973620
58.782560580999984, 106568744498047170
62.426515719518434, 102168764766813550
66.2963611377438, 97392046752487260
70.40609986714236, 93104423363606140
74.77060299286775, 88814941224703820
79.40566346476638, 84662557365922190
84.32805324414973, 80704310793873070
89.55558399311816, 76711524133005380
95.1071715260406, 72864186773211060
99.08838797017368, 70432263642037896
